3	0.2373046875	0.2356887173652649
6	0.5006640625	0.2525379490852356
9	0.7075390625	0.2837878823280334
12	0.9510546875	0.3175754380226135
15	1.21125	0.3496161603927612
18	1.493203125	0.3849054002761841
21	1.79828125	0.43095102310180666
24	1.982265625	0.4512795090675354
27	2.42078125	0.5314924597740174
30	2.6751953125	0.5681839919090271
33	2.7322265625	0.5844536328315735
